datetime,measured_surface,measured_surface_total_mean
2023-07-04 15:41:10,-2928841.0177619047,-374.0551899149923
2023-07-04 15:41:30,-2926897.3301761905,-373.8770814365852
2023-07-04 15:41:51,-2930367.290928571,-374.3009528936743
2023-07-04 15:42:12,-2934030.57015,-374.2135896299152
2023-07-04 15:42:33,-2930593.2560666665,-373.8491444764649
2023-07-04 15:42:53,-2932511.624471429,-374.2240917330226
2023-07-04 15:43:13,-2925481.272725,-373.490092722476
2023-07-04 15:43:34,-2931910.540557143,-373.9830289873579
2023-07-04 15:43:55,-2929999.850754762,-373.741478470437
2023-07-04 15:44:15,-2933264.6295083333,-374.3439154938628
2023-07-04 15:44:36,-2923720.921688096,-374.03040884933085
2023-07-04 15:44:57,-2929041.264907143,-375.0961100852272
2023-07-04 15:45:17,-2939566.678745238,-375.1301504413292
2023-07-04 15:45:38,-2938316.589747619,-374.4298058721267
2023-07-04 15:45:59,-2933498.9061666667,-373.7818362794884
2023-07-04 15:46:20,-2929347.6648166664,-374.2921627037824
2023-07-04 15:46:41,-2936581.438033333,-374.3123345140723
2023-07-04 15:47:02,-2928867.8020428573,-374.1421716374831
2023-07-04 15:47:22,-2933638.2014,-374.2712450292774
2023-07-04 15:47:42,-2924815.0898464285,-374.2782682598668
2023-07-04 15:48:03,-2932812.7165666665,-374.0880801747398
2023-07-04 15:48:24,-2925679.3758857143,-374.2077169354325
2023-07-04 15:48:44,-2927981.8029916664,-373.85355889868407
2023-07-04 15:49:04,-2928952.0993059524,-374.2825448948178
2023-07-04 15:49:25,-2934201.8414166667,-374.6067955581231
2023-07-04 15:49:46,-2921713.626520238,-374.2687014867983
2023-07-04 15:50:06,-2920475.577504762,-373.8004713664834
2023-07-04 15:50:27,-2927269.6566809523,-374.2523846006145
2023-07-04 15:50:47,-2929534.7781309523,-374.2176251846144
2023-07-04 15:51:07,-2927685.0987761905,-373.7152459353512
2023-07-04 15:51:28,-2920665.5190238096,-373.6928294842186
2023-07-04 15:51:49,-2925181.5716785714,-373.9490257708827
2023-07-04 15:52:10,-2915525.353329365,-374.0273014904279
2023-07-04 15:52:30,-2921660.611369048,-373.7943000837684
2023-07-04 15:52:52,-2914523.9252452385,-373.8879620512821
2023-07-04 15:53:13,-2927493.962766667,-373.84570245123206
2023-07-04 15:53:33,-2922723.331217857,-373.9688589653183
2023-07-04 15:53:54,-2924334.3093250003,-374.0446459734768
2023-07-04 15:54:15,-2929803.2975452384,-373.7255852112676
2023-07-04 15:54:35,-2929593.622563492,-373.9769364957919
2023-07-04 15:54:56,-2928541.985402381,-373.8041721332479
2023-07-04 15:55:16,-2926016.4157,-373.8706342684728
2023-07-04 15:55:38,-2919934.619107143,-373.9539679450119
2023-07-04 15:55:58,-2922564.050022222,-373.6944932311622
2023-07-04 15:56:19,-2925208.7563714283,-373.9541271572464
2023-07-04 15:56:40,-2928222.402090476,-373.94907700685496
2023-07-04 15:57:01,-2931317.712319047,-373.7683501823533
2023-07-04 15:57:21,-2931948.988913096,-373.8921188806732
2023-07-04 15:57:41,-2931647.543995238,-373.7133896494371
2023-07-04 15:58:02,-2923762.5612714286,-374.1778956516162
2023-07-04 15:58:23,-2934585.8841333333,-374.2075830606352
2023-07-04 15:58:44,-2930989.446578572,-374.2015157490397
2023-07-04 15:59:05,-2932908.775335714,-374.043767289959
2023-07-04 15:59:25,-2932083.3041892857,-374.328133624286
2023-07-04 15:59:46,-2917404.419438889,-373.92876636597936
2023-07-04 16:00:07,-2899553.5978666665,-373.0239627356983
2023-07-04 16:00:27,-2894704.544819048,-372.81509840374383
2023-07-04 16:00:48,-2871601.062607143,-373.0855443054137
2023-07-04 16:01:09,-2904837.6446309523,-373.43318497514974
2023-07-04 16:01:30,-2907896.886142857,-372.7707872665859
2023-07-04 16:01:50,-2890703.219369048,-372.9723207049592
2023-07-04 16:02:11,-2919595.255242857,-373.5920414031052
2023-07-04 16:02:32,-2881204.339214286,-373.22413947672186
2023-07-04 16:02:53,-2919357.592033333,-374.48299903926215
2023-07-04 16:03:13,-2914436.0615773806,-373.6703326926773
2023-07-04 16:03:33,-2927297.513577381,-374.43573502629215
2023-07-04 16:03:53,-2921398.721521429,-374.1324138815832
2023-07-04 16:04:14,-2928057.3522,-374.1034842322048
2023-07-04 16:04:35,-2932240.748602381,-374.3790432122617
2023-07-04 16:04:55,-2929692.590983333,-374.38657565576943
2023-07-04 16:05:16,-2922352.7043583333,-373.7777954793553
2023-07-04 16:05:36,-2920835.7870162698,-374.2437391583269
2023-07-04 16:05:57,-2918687.246519048,-373.92145115145297
2023-07-04 16:06:18,-2920693.027635714,-374.172381922138
2023-07-04 16:06:39,-2919103.812125,-373.8127126260692
2023-07-04 16:06:59,-2934770.7233,-374.5225412615149
2023-07-04 16:07:20,-2932383.776034524,-374.162600619195
2023-07-04 16:07:41,-2931490.6959333336,-374.5361928947031
2023-07-04 16:08:02,-2926795.883503571,-373.96500693418943
2023-07-04 16:08:22,-2918234.576073809,-373.8680884637607
2023-07-04 16:08:43,-2917640.448366667,-374.1448215088282
2023-07-04 16:09:03,-2927058.0507500004,-374.545441180252
2023-07-04 16:09:23,-2916551.8541404763,-373.7045070485999
2023-07-04 16:09:44,-2925455.6740007936,-374.0045421400603
2023-07-04 16:10:04,-2925862.416521429,-374.25490992376194
2023-07-04 16:10:25,-2929732.6220333334,-374.4828828932999
2023-07-04 16:10:46,-2927292.362658333,-374.38332931598177
2023-07-04 16:11:06,-2927132.600773809,-374.6048144575213
2023-07-04 16:11:26,-2924545.0702666664,-374.0244197056942
2023-07-04 16:11:47,-2891933.8488142854,-372.9289048114434
2023-07-04 16:12:09,-2916550.361171429,-373.7698353085147
2023-07-04 16:12:30,-2908923.7717976198,-373.7302320181113
2023-07-04 16:12:51,-2906128.678515476,-373.4913043728792
2023-07-04 16:13:12,-2901548.681207143,-373.0221556170021
2023-07-04 16:13:33,-2915687.215352381,-373.7223177063153
2023-07-04 16:13:54,-2925538.876652381,-374.0977492623477
2023-07-04 16:14:16,-2901860.8355055554,-373.8902838184383
2023-07-04 16:14:36,-2904820.676153572,-373.3887633686386
2023-07-04 16:14:56,-2910410.523122619,-373.3019715279567
2023-07-04 16:15:17,-2929119.2475166665,-374.1179071887034
2023-07-04 16:15:38,-2914870.2915642853,-373.7198532766287
2023-07-04 16:15:59,-2903131.1431099204,-373.0969595445582
2023-07-04 16:16:20,-2919175.1030992065,-373.4426972893492
2023-07-04 16:16:41,-2896077.3969261907,-372.9788868466398
2023-07-04 16:17:01,-2922656.4728416665,-374.14396868609407
2023-07-04 16:17:21,-2926482.0680690478,-374.0731618091745
2023-07-04 16:17:42,-2922968.5344261904,-373.77969656463904
2023-07-04 16:18:02,-2937814.655348809,-374.3497345536288
2023-07-04 16:18:22,-2934715.748783333,-374.0939515454776
2023-07-04 16:18:43,-2920410.5101499995,-373.758041465276
2023-07-04 16:19:04,-2924406.142397619,-374.5706404149059
2023-07-04 16:19:24,-2928424.0248071426,-374.7600914688903
2023-07-04 16:19:44,-2900510.9744880954,-373.3279384487817
2023-07-04 16:20:05,-2923464.857882143,-374.0609950159744
2023-07-04 16:20:26,-2918937.390455556,-373.7281268215081
2023-07-04 16:20:47,-2921225.6385785714,-373.8767253895979
2023-07-04 16:21:08,-2911020.778713095,-373.5152847707599
2023-07-04 16:21:29,-2922689.603333333,-374.00734735692726
